freqs,times,roi,power,degree,coreness,efficiency
43.0,1,a24c,-0.7627845,-1.1766763,-0.37007838,-1.3026494
43.0,1,STPc,1.9774619,0.84471405,1.0823138,-0.15840763
43.0,1,VIP,1.3732046,0.0882348,-0.78029877,-0.29702222
43.0,1,Thal,-0.2586022,1.0855775,1.7712836,0.7478033
43.0,1,MST,1.5281445,0.36063614,-2.1113548,-0.42713872
43.0,1,a46V,0.6851248,-0.8979442,1.3031487,-0.5741759
43.0,1,Putamen,-3.2349946,-1.22621,0.019100832,-0.57977855
43.0,1,Ins,-0.4870422,0.3817346,-0.036362458,-1.1753384
43.0,1,Caudate,1.1384097,0.31805888,0.19013351,0.066329546
43.0,1,a7op,-1.6759919,0.85592276,-0.37249053,0.7845674
43.0,1,MB,-0.5606622,0.8665791,1.0578091,0.641943
43.0,1,a32,-0.31148884,-0.62780374,-0.61302584,-0.7175905
43.0,1,MIP,0.01860049,-4.206978,0.582525,-1.479395
43.0,1,a13,0.6737949,0.6963947,0.17874968,-0.8790789
43.0,1,V4,1.692208,0.6727213,-1.907621,1.4661751
43.0,1,V3,6.316381,-1.53,-0.7653213,-0.13899544
43.0,1,a11,0.8136807,0.19583963,-0.2648965,-0.59032774
43.0,1,a45A,0.45485863,0.78984565,-0.59807074,1.2844508
43.0,1,a24D,1.2756883,0.36671534,-2.1468153,0.18822691
43.0,2,a46D,0.31505382,0.38131416,1.6944575,-0.8086548
43.0,2,a8B,1.201505,1.169826,0.075744815,1.807779
43.0,2,F6,0.26323164,0.5983766,-0.6435629,1.2401055
43.0,2,a9/46D,0.9662614,0.29500055,1.5328963,0.4300887
43.0,2,a8M,-0.6295918,-0.28605312,-0.36228535,0.27159417
43.0,2,F7,2.242823,-1.1697482,-0.8753014,-0.96716636
43.0,2,a8r,-0.6431832,1.7359669,1.6366637,1.1652663
43.0,2,a8L,1.6001719,0.7941669,1.0436214,0.87375265
43.0,2,F2,4.137546,1.9428247,1.6714821,1.7818574
43.0,2,a44,0.7067715,-0.45242447,0.47675946,1.1743289
43.0,2,F1,4.3297963,2.9003615,2.9655755,2.215903
43.0,2,a3,4.0576305,0.07664767,1.2530999,0.85465425
43.0,2,a2,1.3461698,-0.7651885,1.0814978,0.08995517
43.0,2,a1,1.9455334,-0.37636378,-0.30824026,-0.3810972
43.0,2,a7B,0.6074815,1.089942,1.0515718,1.297309
43.0,2,AIP,-0.7856299,0.5797025,1.1212796,1.5424173
43.0,2,a5,1.2384305,0.15826087,0.39682525,0.34506804
43.0,2,TPt,-0.9013447,-0.3092629,1.7650423,-0.8753786
43.0,2,a7A,1.5428017,-0.045009978,-1.4661522,0.042715464
43.0,2,V4t,2.1933694,1.9973756,1.8141702,0.4618126
43.0,2,DP,2.8633838,0.9758167,1.1748258,0.5883026
43.0,2,MT,2.4915645,2.433188,0.36642042,1.5120997
43.0,2,V6A,1.8301007,0.6183842,1.4372047,1.5978326
43.0,2,PIP,1.7911881,-0.34654182,0.26342276,-1.1979353
43.0,2,V2,9.006707,2.79486,2.0500479,1.1000072
43.0,2,V1,13.941807,3.5709827,2.1251893,4.93846
43.0,2,LIP,3.3960328,1.7758323,-0.26220617,0.8674538
43.0,2,a24c,1.8014295,-0.6939446,0.47437242,-0.46633092
43.0,2,STPc,2.6765642,1.003031,2.1797712,0.9048933
43.0,2,VIP,-0.4140229,-1.7363672,-1.9101653,-1.1026678
43.0,2,Thal,1.1391133,1.0374571,1.2931032,0.9209093
43.0,2,MST,1.7663921,-1.750949,-1.2380968,-0.09463395
43.0,2,a46V,0.75931495,-0.08180864,-0.11262289,0.58225137
43.0,2,Putamen,2.685266,-0.6478833,0.3228808,-0.54754674
43.0,2,Ins,0.29781532,-0.27721867,0.8100847,0.030293755
43.0,2,Caudate,0.8521988,1.2776442,0.44604653,1.3685774
43.0,2,a7op,0.84253436,-0.63293517,1.182127,-0.75448465
43.0,2,MB,0.8289317,0.7937874,-0.21076743,0.17867318
43.0,2,a32,-0.53242314,0.2495114,1.6113498,-0.3535423
43.0,2,MIP,0.4543765,-1.0461941,-0.081798874,0.6754389
43.0,2,a13,0.30636737,-0.6987492,-0.12615687,-0.017001608
43.0,2,V4,0.6893706,0.110006414,-0.780821,0.20936355
43.0,2,V3,4.2188544,1.4881605,-0.3942356,-0.14918979
43.0,2,a11,2.6062818,0.56368995,-1.2946357,-0.07025225
43.0,2,a45A,0.33226377,-1.7401308,-3.3402033,-0.3535464
43.0,2,a24D,1.0128506,0.17675297,-2.1099734,0.9301006
43.0,3,a46D,-0.22581267,0.11756637,0.8654678,0.025281044
43.0,3,a8B,-0.19543533,0.28571135,-0.31297654,0.62091595
43.0,3,F6,1.0353359,0.16542011,1.6457242,-0.11265551
43.0,3,a9/46D,-0.36160478,0.5181221,1.19703,-0.29005295
43.0,3,a8M,0.028419506,1.276622,0.518418,1.4745219
43.0,3,F7,1.4002225,2.08491,3.2605796,1.3743409
43.0,3,a8r,-1.1382003,0.52165,1.705601,0.17956848
43.0,3,a8L,0.88805354,-1.0992956,0.322658,0.4530729
43.0,3,F2,1.3220439,0.17508617,1.0040847,0.08013618
43.0,3,a44,-3.599239,0.64533406,-0.012756888,-0.33325768
43.0,3,F1,4.185576,-0.18243797,0.3864351,0.30065885
43.0,3,a3,2.6149347,2.4479654,2.0907388,2.1109967
43.0,3,a2,0.9886551,0.33579612,-0.9580205,-0.4496148
43.0,3,a1,1.628494,2.1711864,1.3219986,1.4225779
43.0,3,a7B,0.82910687,0.044805285,1.4220015,1.1763077
43.0,3,AIP,0.2271168,-0.8021663,0.22399041,-0.71548533
43.0,3,a5,-1.3674226,-0.7388475,-0.22092424,0.58102757
43.0,3,TPt,0.442621,-0.2857208,1.2802796,-0.7454485
43.0,3,a7A,0.86825657,2.055682,0.2149076,2.306526
43.0,3,V4t,2.7866108,0.073933885,-0.5938841,-0.18692432
43.0,3,DP,1.4031851,2.4150884,0.61584395,2.3858125
43.0,3,MT,-0.09983975,0.77277046,0.49247876,1.2364359
43.0,3,V6A,0.6023122,2.4367957,1.0549704,1.7908931
43.0,3,PIP,1.8348528,0.7680426,0.10923196,0.866679
43.0,3,V2,7.361791,1.8896585,0.28586075,2.1252508
43.0,3,V1,7.001156,3.680544,4.3287287,6.1411023
43.0,3,LIP,1.6898773,0.9138079,1.2824409,0.16531128
43.0,3,a24c,1.6412089,0.2194,0.123401545,0.2203199
43.0,3,STPc,0.84020764,1.2141318,0.23574072,-0.0704474
43.0,3,VIP,1.2256764,0.124713875,-0.21262416,-1.0267838
43.0,3,Thal,1.0784209,-1.0120211,-0.34628293,-2.4521506
43.0,3,MST,-0.6516011,1.2629246,1.5870771,0.7215143
43.0,3,a46V,-2.390304,0.38362995,-2.7930741,-0.72563314
43.0,3,Putamen,-1.8333352,-0.18684953,-0.8050478,-0.96021324
43.0,3,Ins,-0.602103,0.48674694,0.111039735,0.072529286
43.0,3,Caudate,0.79624575,-0.18516341,0.11902747,-0.10522128
43.0,3,a7op,0.32256392,-0.58546454,1.6341461,-0.51491916
43.0,3,MB,0.6143899,-1.2625997,-0.500101,0.8362226
43.0,3,a32,-1.5230377,-0.9644069,-2.0333884,-0.528067
43.0,3,MIP,-0.043234404,-0.44142437,-0.4110293,-0.09619783
43.0,3,a13,0.06945532,-1.2341238,0.85585064,-0.89311916
43.0,3,V4,0.94394714,0.6038414,1.0446249,1.2257665
43.0,3,V3,0.16308895,-1.0525843,-0.7883014,0.7330122
43.0,3,a11,0.021849183,-2.8718367,-1.7439103,-0.7262324
43.0,3,a45A,1.4166143,0.7605372,-0.45830068,-0.09062105
43.0,3,a24D,0.44620904,3.5436327,2.3757777,1.5914062
43.0,4,a46D,-0.07105597,1.6401782,0.6858966,1.0797476
43.0,4,a8B,-0.2282285,1.5617825,-0.009094045,0.33233702
43.0,4,F6,1.4897033,-1.9330701,-0.06210263,-0.69513535
43.0,4,a9/46D,0.22264731,-1.0621637,-0.3622277,-1.1346682
43.0,4,a8M,1.4194572,1.4708674,0.5974836,2.4589767
43.0,4,F7,0.543853,0.56642133,1.5618153,1.4225602
43.0,4,a8r,-0.45740503,0.54210347,0.29124632,-0.21613596
43.0,4,a8L,2.6582649,0.75462747,-0.006418242,-0.46746427
43.0,4,F2,-0.93894404,-1.1456625,-1.3591899,-2.299841
43.0,4,a44,0.13230784,0.40919852,-0.59626305,-0.7908864
43.0,4,F1,2.9726274,-0.5383918,2.5714755,0.67697984
43.0,4,a3,2.6017733,-0.07114382,-0.24394685,-0.010692341
43.0,4,a2,0.5561637,-0.25355607,-0.08990212,0.22865346
43.0,4,a1,0.8363507,-0.94647616,-1.1299965,0.8580573
43.0,4,a7B,0.040140096,0.10640593,1.1034663,0.03045427
43.0,4,AIP,0.96633095,-0.2691542,-0.06405072,-1.8319427
43.0,4,a5,-0.051497694,0.378797,-2.1732507,0.91886985
43.0,4,TPt,0.040225875,0.24214536,-0.19774973,2.548103
43.0,4,a7A,0.8829266,0.9303017,-0.22195633,0.31394237
43.0,4,V4t,2.610545,2.0508044,0.9227414,1.6289694
43.0,4,DP,2.8781471,1.4653066,0.86644864,0.69197845
43.0,4,MT,3.9054697,-1.1982995,-0.47816092,-0.97587335
43.0,4,V6A,2.225265,1.2811643,2.1996415,1.8049884
43.0,4,PIP,1.7150395,0.9339402,1.0857595,-0.023643186
43.0,4,V2,7.6231866,2.2167938,0.7031759,1.8198131
43.0,4,V1,6.435047,1.9101938,2.128885,2.3935575
43.0,4,LIP,3.1946995,2.0079947,1.0713286,1.2723483
43.0,4,a24c,0.37892646,-0.17652908,-0.64296764,-0.12518881
43.0,4,STPc,1.4934874,1.2284566,0.857114,0.25636235
43.0,4,VIP,0.56496173,-0.037830334,0.6519698,0.31886277
43.0,4,Thal,0.5277426,-0.40566045,-0.42760828,0.16676177
43.0,4,MST,0.44923583,0.5119459,-0.90979683,0.585464
43.0,4,a46V,1.0578392,-2.252344,0.42801717,-1.9066331
43.0,4,Putamen,0.4753071,-0.15897164,0.3093907,0.01671493
43.0,4,Ins,-0.70736426,-0.38601592,-0.14138636,-0.38977802
43.0,4,Caudate,1.4372525,0.18159911,0.120312124,-0.681532
43.0,4,a7op,-0.16326748,-2.638452,-5.214135,-2.6788151
43.0,4,MB,2.3386455,1.1871402,-0.38267553,-0.22831738
43.0,4,a32,-0.52329165,-0.07178503,-0.92561287,0.32457903
43.0,4,MIP,-0.19185463,0.30777326,1.7078967,-0.39518055
43.0,4,a13,-0.5525018,0.5244835,0.8869004,-2.663551
43.0,4,V4,0.9409321,0.04358306,1.3373523,0.45451906
43.0,4,V3,3.5126097,1.8895968,-0.9149944,1.1346933
43.0,4,a11,-0.37473884,0.75241697,-0.54073757,-0.10327963
43.0,4,a45A,0.8969585,0.24451974,1.0980645,1.261504
43.0,4,a24D,0.6228561,-0.20796478,-0.6616125,-0.9246939
51.0,0,a46D,0.6295679,0.42086887,1.5553478,0.67047614
51.0,0,a8B,-0.29478583,-0.5361342,1.352225,-0.16013256
51.0,0,F6,0.020418352,-1.3343393,1.0710447,-0.95033294
51.0,0,a9/46D,-0.7671239,-0.049312435,-0.54130477,-0.30082625
51.0,0,a8M,-0.22866824,0.2084076,1.0038453,0.17658105
51.0,0,F7,-0.30593842,0.7591863,-0.3907234,1.558999
51.0,0,a8r,-0.17941357,-0.5256806,-0.2077035,0.5141356
51.0,0,a8L,0.2133108,-1.8017071,-0.7627127,-0.86887974
51.0,0,F2,-0.50328505,-0.8935955,0.03078211,-0.48971474
51.0,0,a44,1.0030631,-0.7365826,0.74822897,-1.4238894
51.0,0,F1,-0.44647735,0.46629873,-0.7402706,-0.45206898
51.0,0,a3,0.20733066,0.10942534,1.1565472,0.5828443
51.0,0,a2,0.19037846,-0.2691469,0.48519433,0.6627274
51.0,0,a1,1.20702,0.6143661,1.7549459,0.58556706
51.0,0,a7B,1.4585046,0.7428402,0.10347822,-0.47802678
51.0,0,AIP,0.34731072,-0.20083226,-0.5505369,0.49287552
51.0,0,a5,0.57927555,-0.3513048,1.5720354,-0.73977065
51.0,0,TPt,0.4870801,1.1449059,0.79871565,0.7704554
51.0,0,a7A,-1.0829511,-1.2157329,-0.1173331,-0.52154493
51.0,0,V4t,0.057784718,-0.9078015,-0.32064202,0.20792085
51.0,0,DP,-0.08545681,-0.07687626,-0.047401916,1.381681
51.0,0,MT,-0.31866714,0.4944671,-1.6644578,-0.2753752
51.0,0,V6A,-1.3857093,1.7021604,2.9485657,1.1122125
51.0,0,PIP,-1.785892,-2.9816191,-1.140594,-0.8689061
51.0,0,V2,2.6885252,-2.026312,-0.9078485,-1.482321
51.0,0,V1,-0.42071542,-1.8021123,-2.6041775,0.020839594
51.0,0,LIP,0.34216556,0.4666756,0.72035456,0.5500437
51.0,0,a24c,-1.3359519,-0.36872852,-2.0777526,0.35214707
51.0,0,STPc,-0.57201904,0.88287854,-0.45660993,0.97602737
51.0,0,VIP,-0.1556288,0.69356453,-0.25659242,-0.12255991
51.0,0,Thal,1.1551294,0.21888234,0.85266596,-0.27878866
51.0,0,MST,-0.4601642,-0.627898,-2.9978294,0.12157397
51.0,0,a46V,-1.818857,0.25633776,-1.0167935,-1.714146
51.0,0,Putamen,-0.6256865,-0.6841015,-0.23677278,-1.0288798
51.0,0,Ins,0.0704028,-2.7214398,-3.794621,-2.3239882
51.0,0,Caudate,-0.35369846,-0.36932626,-0.49080783,0.49190482
51.0,0,a7op,-1.1849775,0.19712876,-1.9051411,0.27055886
51.0,0,MB,0.99739176,0.6671255,-0.9915102,1.3807667
51.0,0,a32,-1.6837437,0.5666334,0.7413993,-0.95809644
51.0,0,MIP,-0.44691554,-1.2347337,-0.74211705,-0.6094607
51.0,0,a13,0.49520215,-0.14414659,0.46689412,-0.8778736
51.0,0,V4,-0.17853041,-0.65652204,0.80503166,0.061572976
51.0,0,V3,0.34929344,-1.8010942,-1.730962,0.52065206
51.0,0,a11,0.17558725,-0.06533011,0.8126022,-0.5027609
51.0,0,a45A,-0.17306605,-1.3247457,0.35651883,-0.16787742
51.0,0,a24D,-1.0588012,-2.06842,-3.1088405,0.04296054
51.0,1,a46D,1.4587853,-4.179493,-1.0354087,-3.354412
51.0,1,a8B,1.2180057,0.7508806,2.118002,0.16262244
51.0,1,F6,0.8498032,-0.046003565,-0.16457129,-0.15418293
51.0,1,a9/46D,2.24119,-1.0698842,-0.054704525,-1.7564207
51.0,1,a8M,0.8670489,0.82261497,1.0001479,-0.16355957
51.0,1,F7,-0.8467098,0.6928698,0.9878033,0.7778497
51.0,1,a8r,0.886421,1.3801734,0.9379319,0.80442065
51.0,1,a8L,4.5689797,0.6219824,0.81083065,0.2831937
51.0,1,F2,0.30177087,0.06444314,0.6985086,0.8132258
51.0,1,a44,-0.74311364,0.84780014,0.8484337,0.17049074
51.0,1,F1,1.3617259,1.6164788,2.430019,0.7810406
51.0,1,a3,1.0513767,-1.2424093,0.017139604,-0.87285715
51.0,1,a2,0.40167275,2.5148885,1.7546715,0.98156
51.0,1,a1,1.517864,-0.27822047,0.012409338,0.5610805
51.0,1,a7B,1.7413362,0.7084592,0.76864666,0.9000596
51.0,1,AIP,1.2611234,-0.29097006,1.1428192,0.22774781
51.0,1,a5,0.5487243,-0.35783282,0.79415816,-1.2577032
51.0,1,TPt,-0.059894808,1.2959815,1.6326046,0.55985737
51.0,1,a7A,0.60677886,1.1605772,-0.4589137,1.688993
51.0,1,V4t,2.2565768,-0.26570144,0.5426404,1.2703741
51.0,1,DP,3.3555267,1.7421917,1.0029957,1.1782737
51.0,1,MT,3.652395,-0.23569244,2.023938,-0.092787094
51.0,1,V6A,-0.26283243,-0.10344028,0.70287114,0.1250414
51.0,1,PIP,1.862066,-1.4995285,-1.3562317,-1.071148
51.0,1,V2,8.58235,0.9379457,2.1856983,3.080613
51.0,1,V1,10.297513,5.271279,4.560805,5.1400285
51.0,1,LIP,3.5381339,1.1072302,1.1510484,0.0253436
51.0,1,a24c,0.049736746,-1.4711614,1.2582109,0.17624961
51.0,1,STPc,2.2082572,-0.48299003,-1.6220578,0.05549364
51.0,1,VIP,1.345916,-0.40557373,0.6104615,-0.12007561
51.0,1,Thal,-0.69521874,-1.3167262,-2.117028,-0.74749327
51.0,1,MST,2.0105436,0.098725036,-0.46081868,-0.89828086
51.0,1,a46V,2.3866353,0.5867231,1.3169104,0.7840066
51.0,1,Putamen,0.1158019,-0.99144894,-0.9129754,0.6842678
51.0,1,Ins,-0.53914565,-1.2177441,-0.0854789,-1.3886638
51.0,1,Caudate,-0.5350524,1.2484086,-0.6201845,1.1390648
51.0,1,a7op,-1.333795,-1.088349,0.985636,-1.4324667
51.0,1,MB,0.38959756,-0.5644019,-0.9214501,0.8497693
51.0,1,a32,0.49491906,-2.2635183,-0.6401366,-1.727969
51.0,1,MIP,0.021394903,-1.7193285,-5.194448,-3.289586
51.0,1,a13,0.08436528,-1.1325164,0.2397062,-0.07832991
51.0,1,V4,1.4648061,0.63498265,-1.5882893,-0.29408672
51.0,1,V3,6.65719,0.50363755,-1.4009241,1.9857019
51.0,1,a11,3.1933568,0.4333658,-0.2661824,-0.0031563037
51.0,1,a45A,1.1233668,0.747112,-2.255296,-0.61297435
51.0,1,a24D,-1.2398283,1.0758429,-0.38144487,0.7028674
51.0,2,a46D,-0.19248585,0.04661211,0.76622236,-0.8688503
51.0,2,a8B,-0.28035188,-0.47235045,0.22016227,-1.3285906
51.0,2,F6,-0.11322529,1.0673549,0.9337121,-1.4527314
51.0,2,a9/46D,0.69723016,1.7069387,1.4129796,0.98767024
51.0,2,a8M,-0.744567,0.31905317,2.0610428,2.2066135
51.0,2,F7,1.6016312,-0.18293306,0.22813997,1.0413147
51.0,2,a8r,0.06882765,0.5526513,1.7889866,1.20376
51.0,2,a8L,3.723409,-0.32691553,0.44011155,-0.9541416
51.0,2,F2,1.3374506,1.828832,1.3687105,2.3310506
51.0,2,a44,0.048484556,0.015219974,2.1157584,-0.4125314
51.0,2,F1,3.0057802,0.22475243,0.77434886,0.675385
51.0,2,a3,1.7431502,-0.6959121,1.2928426,-0.8059921
51.0,2,a2,0.77362514,0.94813865,0.38492814,0.18064998
51.0,2,a1,2.0969374,2.2620912,3.2364788,1.6739894
51.0,2,a7B,0.41007188,0.35488942,2.3553998,0.24147041
51.0,2,AIP,0.46306208,-1.4231185,-0.21531539,-0.84879273
51.0,2,a5,-0.10223876,-0.06473659,0.50198644,0.496291
51.0,2,TPt,-0.7363699,0.84747374,1.2012012,0.75046
51.0,2,a7A,0.2876445,0.42608145,-0.042801376,-0.10944862
51.0,2,V4t,1.4424341,2.8666737,1.6967603,2.0713868
51.0,2,DP,0.95600796,2.1936288,1.6511877,-0.20680714
51.0,2,MT,2.080707,-0.711667,-0.27502173,0.34042713
51.0,2,V6A,1.6307783,-0.16489874,2.7277997,-0.14824219
51.0,2,PIP,1.8822694,1.0622838,-0.1419293,0.17688313
51.0,2,V2,9.644428,2.0492394,0.20671524,1.1515446
51.0,2,V1,14.20357,5.92391,3.804235,5.2587934
51.0,2,LIP,3.9222739,1.1811496,0.4501991,-0.06730224
51.0,2,a24c,0.6264854,0.87443954,0.22891472,0.6862208
51.0,2,STPc,1.2141976,-0.044382777,-0.16031909,-1.117865
51.0,2,VIP,1.3385714,-2.588037,-1.1524221,-3.500076
51.0,2,Thal,0.005292623,-0.3907186,-1.5261024,0.6651945
51.0,2,MST,-0.046971448,-0.092557184,0.11934222,-1.1172591
51.0,2,a46V,0.52707046,-1.7579951,-0.7261268,-2.2161674
51.0,2,Putamen,-0.7487493,-1.9922006,-0.9624261,-2.295108
51.0,2,Ins,-1.3419702,-0.199979,-0.2109708,0.4690142
51.0,2,Caudate,-0.11006603,-0.27375895,-2.1669536,-0.54420704
51.0,2,a7op,-0.17703341,0.659125,0.52780724,-0.24780107
51.0,2,MB,0.8924414,-1.2642405,-0.5514019,0.5006607
51.0,2,a32,0.07320254,-0.637582,-1.2277715,-0.35487404
51.0,2,MIP,-0.04065063,0.21286005,0.39097115,1.4095875
51.0,2,a13,-0.029423658,0.91748124,-0.93139875,1.9381613
51.0,2,V4,-0.2945635,-1.2477679,0.59196,0.37471762
51.0,2,V3,4.912395,1.1608046,-0.5162553,0.70178604
51.0,2,a11,-1.3600093,0.45830837,0.032280505,-0.46093997
51.0,2,a45A,-2.9783585,-2.2300198,-1.2498559,-1.517891
51.0,2,a24D,-1.193743,-1.8925058,-4.5926895,-1.4618925
51.0,3,a46D,0.5005708,-0.5198472,0.32988757,-0.21599412
51.0,3,a8B,0.03452706,-1.5294865,1.0097656,-0.5368424
51.0,3,F6,0.86067426,0.06721676,1.5128398,0.48750702
51.0,3,a9/46D,0.054975517,-3.1748521,-1.6498986,-1.0312002
51.0,3,a8M,0.6736636,-2.349252,0.38742423,-1.2942302
51.0,3,F7,1.7264829,0.94052297,0.5860163,1.164548
51.0,3,a8r,-0.057754584,-0.637424,-1.6580647,0.28274587
51.0,3,a8L,0.10595061,0.2785889,0.5235985,0.021926766
51.0,3,F2,-0.44082844,-1.2782302,-0.367328,-2.7324271
51.0,3,a44,0.3670483,0.8655848,0.8649362,0.30637014
51.0,3,F1,4.124463,1.3661237,0.48076877,0.45830974
51.0,3,a3,1.5059863,0.8517396,1.4720237,1.8253676
51.0,3,a2,-0.060487054,-0.5949851,1.6301516,-1.8794065
51.0,3,a1,0.6355328,0.55264056,-0.36396044,0.40728405
51.0,3,a7B,0.644581,1.0708252,-0.50130624,-0.1936105
51.0,3,AIP,1.3640025,-0.63430053,-2.6128714,-0.101206236
51.0,3,a5,0.031001702,1.2836989,-0.7678417,0.3242668
51.0,3,TPt,-1.822627,-1.1912807,0.84519553,-1.0555724
51.0,3,a7A,1.1395707,-0.99301535,-0.8288806,-2.5306995
51.0,3,V4t,1.4210898,-0.56385237,0.8486295,-0.73961556
51.0,3,DP,1.7560289,1.2570724,-0.5311173,0.9752515
51.0,3,MT,0.9310533,0.4242211,0.6998062,0.6986981
51.0,3,V6A,1.9197013,-0.8670831,-0.4243847,0.59681875
51.0,3,PIP,1.1992769,-1.7971302,-1.0148034,-0.26589283
51.0,3,V2,7.140165,-0.26420698,-0.19881289,0.795668
51.0,3,V1,6.587943,3.100441,1.8945234,3.0477529
51.0,3,LIP,1.92932,2.3836865,1.8590076,0.9882169
51.0,3,a24c,1.111969,0.23006587,-2.4710498,1.7616031
51.0,3,STPc,0.937317,-1.1038997,-0.19705468,-2.334695
51.0,3,VIP,1.2727203,-0.21323451,0.35159245,-1.9239272
51.0,3,Thal,0.16783077,0.83926183,-0.106789626,0.21551293
51.0,3,MST,-0.23625849,0.10529897,-0.42112625,-0.3430259
51.0,3,a46V,-1.836553,-0.36719584,-0.39760134,0.51351
51.0,3,Putamen,-3.2906032,-0.6464977,-0.5503628,-0.76993275
51.0,3,Ins,0.30786532,0.6390586,-2.120641,-0.72829366
51.0,3,Caudate,-0.7149813,0.07591933,-0.32248917,-0.12734245
51.0,3,a7op,0.4031357,-1.7517118,-0.69494444,-2.7890017
51.0,3,MB,1.2222414,0.782568,0.5826273,0.6024915
51.0,3,a32,-1.8433046,-0.08651292,-0.50716543,0.12873887
51.0,3,MIP,0.21555412,-0.4041721,-0.1865466,-0.99256027
51.0,3,a13,-1.5759406,-1.2762538,-1.5647589,-0.7606593
51.0,3,V4,-0.6261089,-0.9691771,0.17851323,-0.32612708
51.0,3,V3,0.98677063,-0.80355734,0.23788738,-2.2064717
51.0,3,a11,-0.32975802,-0.35433507,-1.2775085,-1.0347118
51.0,3,a45A,0.7164221,-2.1291947,0.14628161,-3.4560914
51.0,3,a24D,0.3639584,-1.6957763,-0.2806028,-2.6833081
51.0,4,a46D,-0.26613373,-0.8793559,-2.0063858,-1.4231384
51.0,4,a8B,-0.22739698,0.23373175,-0.48146853,-1.3253624
51.0,4,F6,0.5246889,-3.973893,-1.5586174,-2.7909396
51.0,4,a9/46D,1.4317191,0.8856618,2.0152984,-0.10366605
51.0,4,a8M,0.6215077,0.97701097,1.1935844,0.65662867
51.0,4,F7,0.558044,1.9352374,0.22832286,0.8019799
51.0,4,a8r,0.764837,0.4316436,0.14612396,0.72361606
51.0,4,a8L,1.2307533,-0.16455705,-1.5217642,-0.30578503
51.0,4,F2,0.09286948,0.1565713,-0.90062803,-0.40513518
51.0,4,a44,-1.0029787,-0.49887094,0.4382649,0.91273636
51.0,4,F1,1.2240022,1.2994599,1.6993463,0.1870349
51.0,4,a3,1.4303753,0.49607706,0.73052675,0.43907908
51.0,4,a2,0.7950861,1.138564,2.4760556,1.4224069
51.0,4,a1,1.2469606,2.5316136,0.21761204,1.639251
51.0,4,a7B,0.69170976,0.58788186,-0.072663486,0.085325554
51.0,4,AIP,0.27104867,0.57735956,0.9513152,-0.24975406
51.0,4,a5,0.45044217,-0.38833192,2.2543797,-1.3305212
51.0,4,TPt,-0.2706162,0.8433995,0.18437347,0.6025504
51.0,4,a7A,-0.6024749,0.75080144,-2.7271376,0.5223269
51.0,4,V4t,2.3711987,0.1203123,0.4536884,-1.4017938
51.0,4,DP,2.8664446,2.0893402,1.334309,1.4275391
51.0,4,MT,3.058361,-0.19540845,0.053068418,-1.3387402
51.0,4,V6A,0.31696135,0.08852773,0.39863366,-0.29533035
51.0,4,PIP,0.8692146,-0.90698636,-0.7721573,-1.2818671
51.0,4,V2,7.3045125,2.3535676,1.6312788,1.177351
51.0,4,V1,7.3983207,0.79605,1.0033067,1.5208365
51.0,4,LIP,3.091609,0.63537186,1.1102898,0.12709339
51.0,4,a24c,-0.42426437,-0.8089727,-0.06610426,-0.812246
51.0,4,STPc,2.2472177,0.33447722,0.8848977,1.0303023
51.0,4,VIP,2.1016984,2.066358,0.47146937,1.199764
51.0,4,Thal,0.7260562,-0.4087741,-0.5338669,-0.5889085
51.0,4,MST,0.9565713,1.5069617,0.5749257,0.6930543
51.0,4,a46V,1.0887254,-0.26878086,-0.5404257,-0.041523118
51.0,4,Putamen,-0.2485533,0.1939913,1.3000317,-0.8469877
51.0,4,Ins,-0.9525108,-2.5204492,0.4674765,-0.67264766
51.0,4,Caudate,1.3336788,-0.2961375,-0.85277945,-0.6534019
51.0,4,a7op,-0.5716342,-2.3604932,-2.0297487,-1.1560116
51.0,4,MB,0.40840814,-0.73822683,-1.220559,-1.3128326
51.0,4,a32,-1.8181747,-1.1208411,-1.6392716,-1.6544335
51.0,4,MIP,0.5059884,-1.581668,-0.9233927,-1.4338098
51.0,4,a13,0.5920192,-1.8154998,-0.56805485,-1.5129249
51.0,4,V4,0.33480844,0.10573617,0.17737474,-0.50452703
51.0,4,V3,3.8187811,0.10179436,0.6700517,-0.19448288
51.0,4,a11,-1.1330256,-0.22002779,0.390922,-2.1599765
51.0,4,a45A,-0.01340316,-0.36304832,-0.37916827,1.5626653
51.0,4,a24D,-0.34968877,0.27326718,0.6697126,0.26238686
59.0,0,a46D,0.055359807,1.7513047,2.884912,0.66902816
59.0,0,a8B,0.52032757,-0.9556313,0.2387177,-0.71791047
59.0,0,F6,0.67215747,0.26922277,0.097930245,-0.042876244
59.0,0,a9/46D,0.17985597,-1.5454082,-1.2244531,-0.016755011
59.0,0,a8M,-0.27210152,-1.7550622,-1.3156551,-2.3935099
59.0,0,F7,0.33711267,1.2220831,0.091609955,1.446514
59.0,0,a8r,0.27903512,-0.0024970404,1.7530706,0.21010427
59.0,0,a8L,-0.4591174,1.0100768,-0.017267276,0.46407798
59.0,0,F2,-1.0962316,-0.32249138,-0.5852958,-0.5919187
59.0,0,a44,1.1258734,1.5830771,-0.3053817,-0.052908696
59.0,0,F1,-1.2845209,-0.8810599,-1.4570216,-1.878366
59.0,0,a3,0.94334185,-1.1230547,-0.920268,-2.1128266
59.0,0,a2,0.02024429,-0.6289274,0.059924547,1.3967042
