freqs,times,roi,power,degree,coreness,efficiency
11.0,3,V4,4.971372,0.07792088,0.45032626,1.3610715
11.0,3,V3,4.71663,2.3972645,0.31380013,2.9789617
11.0,3,a11,2.128605,-2.320779,-1.3888909,0.2773415
11.0,3,a45A,2.4175324,1.1200558,0.9735195,0.9080476
11.0,3,a24D,-0.16773833,0.7691266,0.73930925,1.0004061
11.0,4,a46D,2.5284145,-0.856393,-1.271344,-0.8644526
11.0,4,a8B,4.3638597,1.1256493,1.6823064,1.831055
11.0,4,F6,3.5572946,1.0391024,0.6084779,1.4027567
11.0,4,a9/46D,2.8107157,1.5606562,0.60743076,1.7033991
11.0,4,a8M,4.788292,1.1018248,1.0171216,1.8403264
11.0,4,F7,3.2783227,2.50592,3.7289202,2.4605474
11.0,4,a8r,2.9088018,0.2568533,0.4555025,0.78635716
11.0,4,a8L,4.199662,2.5823143,1.8861523,0.371273
11.0,4,F2,5.866852,3.182882,3.2471468,2.4151363
11.0,4,a44,0.6230867,0.9567591,0.24886465,0.62690574
11.0,4,F1,1.5684668,1.7600939,2.444182,2.505985
11.0,4,a3,2.4675853,1.40799,2.0202568,2.076712
11.0,4,a2,3.2463226,3.1834257,3.2631989,3.088536
11.0,4,a1,2.2529624,4.3816085,4.0219107,3.274179
11.0,4,a7B,6.617374,5.107572,4.904247,6.126634
11.0,4,AIP,3.0823584,3.3193746,3.2367058,3.2160125
11.0,4,a5,3.0427225,1.9531486,1.302504,1.8831786
11.0,4,TPt,1.5987443,0.7999323,1.1570213,1.0525194
11.0,4,a7A,4.335643,2.5503964,2.3470013,2.3527555
11.0,4,V4t,4.4026923,2.0178492,2.2722824,2.3691964
11.0,4,DP,7.8675427,6.79003,6.308627,4.892331
11.0,4,MT,8.058467,5.813046,5.069738,4.4705005
11.0,4,V6A,3.0365503,0.6943027,1.2120898,1.3221401
11.0,4,PIP,4.9158545,4.722474,4.373479,3.8325257
11.0,4,V2,12.172864,7.8971915,6.529779,8.858706
11.0,4,V1,11.101849,10.152263,9.621541,10.105869
11.0,4,LIP,6.5449047,4.8065314,3.9198513,3.5445573
11.0,4,a24c,1.3818496,0.9368157,0.5553979,0.26185784
11.0,4,STPc,2.4993482,1.0077573,1.0762427,2.0541017
11.0,4,VIP,1.8669553,1.6437125,0.9598051,1.8255785
11.0,4,Thal,1.4707464,0.062203776,-0.3077222,1.5055963
11.0,4,MST,2.875379,-0.08827554,-0.20059851,0.7586891
11.0,4,a46V,1.8219833,-1.0188007,-1.3653951,-0.23420158
11.0,4,Putamen,0.8620861,0.6179319,0.6632414,0.9028894
11.0,4,Ins,1.5666503,1.6834071,0.7831951,1.0605686
11.0,4,Caudate,1.0998449,-0.78421104,-0.9064151,1.8431104
11.0,4,a7op,3.0080988,2.094872,1.5134498,1.6384305
11.0,4,MB,-0.060307827,1.609033,0.4523911,1.883199
11.0,4,a32,0.3640104,-0.2467723,-0.37041408,-0.6178975
11.0,4,MIP,1.5551617,0.8936209,-0.007946741,0.119015776
11.0,4,a13,0.8058923,0.5097069,0.77794594,-0.2771693
11.0,4,V4,2.2656045,1.4729801,1.8800168,1.5673252
11.0,4,V3,4.304447,2.3096538,1.8586498,1.4816715
11.0,4,a11,0.14007561,0.117147036,-0.123405084,0.673587
11.0,4,a45A,2.3751242,-3.3960192,-1.6159819,-2.0880914
11.0,4,a24D,1.1876322,0.7048729,0.81648225,0.8534871
19.0,0,a46D,-1.3651944,0.70489776,-0.24422193,0.05879146
19.0,0,a8B,-0.49995747,-0.47460368,-0.2521113,-1.2567036
19.0,0,F6,0.11481648,1.0678468,0.52904785,0.49967697
19.0,0,a9/46D,-0.7533574,-1.3417443,-0.30665448,-1.234712
19.0,0,a8M,1.6325397,0.5287227,0.33972457,-0.68165714
19.0,0,F7,0.7180701,1.8365097,-0.7662596,1.1039269
19.0,0,a8r,-0.6172798,0.30000386,-0.17172779,-0.53176516
19.0,0,a8L,2.0284202,1.1170753,2.0433848,0.79946524
19.0,0,F2,1.0064365,1.4967794,0.13354763,1.5226878
19.0,0,a44,0.044645935,-0.77893,-0.18315418,-1.6881709
19.0,0,F1,0.52489763,-0.44497398,-0.12941262,-1.337563
19.0,0,a3,-0.20086327,-0.5857792,-0.8753489,-1.102908
19.0,0,a2,0.08029733,1.7110918,-0.4387816,0.9942198
19.0,0,a1,1.7685323,-1.6730604,-0.95802164,-0.55164856
19.0,0,a7B,0.16111837,1.1006297,1.3459888,0.25545573
19.0,0,AIP,-1.5157301,-0.18937166,-0.191356,-1.473963
19.0,0,a5,0.8997606,-0.4036231,0.09976222,-0.54020196
19.0,0,TPt,-0.41525337,0.48211947,-1.0995886,-0.9309565
19.0,0,a7A,-0.1913762,0.772987,0.030041743,0.36901632
19.0,0,V4t,0.48908585,-1.3218601,0.4610256,-1.0414642
19.0,0,DP,-1.926234,-2.1806722,-1.1735095,-2.5733302
19.0,0,MT,-0.64972466,-0.11534149,0.09560467,-1.5302967
19.0,0,V6A,1.3362072,-0.17239726,0.04960603,0.4183076
19.0,0,PIP,-0.8196306,-1.1448522,0.101267874,-0.44838536
19.0,0,V2,-1.0445368,-1.7276379,-0.5818137,-0.93367165
19.0,0,V1,1.8763819,0.18063982,1.3551445,-1.2444508
19.0,0,LIP,0.6099593,0.119728215,0.9349214,1.0165807
19.0,0,a24c,-0.079478316,1.309575,-1.5700337,1.582539
19.0,0,STPc,-1.9019494,0.42654237,1.569555,1.6661085
19.0,0,VIP,0.50661284,0.39967448,-0.62209475,0.10521568
19.0,0,Thal,0.47936526,0.6784867,0.6323572,0.5527839
19.0,0,MST,-0.07312155,0.7034254,0.9104815,0.4958395
19.0,0,a46V,0.17062266,0.07708806,-0.6997248,-1.2053386
19.0,0,Putamen,0.5615181,-0.30665833,-0.73835015,-0.11137017
19.0,0,Ins,-0.14237185,-0.549371,0.17944083,-0.32747915
19.0,0,Caudate,-0.46212053,-0.696998,0.42330727,0.50716037
19.0,0,a7op,-1.8257657,-0.6944865,-0.12081603,-1.9406521
19.0,0,MB,-0.32640433,-0.7532654,-0.41914046,-0.120993406
19.0,0,a32,-1.4741852,-1.2871702,1.0933131,-1.2877814
19.0,0,MIP,-0.43759915,-0.20905533,-0.30628845,0.34608498
19.0,0,a13,0.55904585,-0.13421436,0.59256697,-0.4453388
19.0,0,V4,0.8337353,-3.7606914,-2.2869034,-2.8814175
19.0,0,V3,1.8591915,0.71660644,0.4837069,1.1169137
19.0,0,a11,0.7119789,1.4435275,1.6610314,-0.05754449
19.0,0,a45A,-1.3285143,-0.13073511,0.4491516,-2.1306083
19.0,0,a24D,1.697291,1.5002396,1.5316999,1.5034747
19.0,1,a46D,3.5976539,2.0374193,2.2167532,1.9298208
19.0,1,a8B,1.8665874,0.7585854,0.92709666,0.067944445
19.0,1,F6,0.45191368,0.5188044,0.40041846,0.22964777
19.0,1,a9/46D,1.1755185,0.6297353,0.3701009,-0.030186016
19.0,1,a8M,3.7617116,3.9830525,4.1672463,3.1479688
19.0,1,F7,2.4001126,0.5255597,0.51296514,-0.5781996
19.0,1,a8r,4.957164,0.918466,0.11453278,0.43458077
19.0,1,a8L,6.5321145,2.5488017,2.5021179,2.0982254
19.0,1,F2,3.3391652,0.29981363,-1.0128303,-0.45356017
19.0,1,a44,0.8833865,2.3075821,1.4412825,1.8010019
19.0,1,F1,1.8558816,1.5373431,1.3552758,0.334409
19.0,1,a3,0.48283342,1.289669,1.3462168,0.48063028
19.0,1,a2,1.2713335,1.4564565,2.3532047,0.71429515
19.0,1,a1,-2.1977375,0.578889,1.3207538,1.2342194
19.0,1,a7B,3.4580762,3.674017,2.0787315,2.8315158
19.0,1,AIP,2.9162607,1.5732088,1.7155422,1.2218702
19.0,1,a5,-0.4266087,2.183777,2.2474105,0.2625318
19.0,1,TPt,1.634918,0.017071072,1.8179916,-0.17894715
19.0,1,a7A,2.6930852,2.700818,2.119697,2.4051535
19.0,1,V4t,3.67825,1.9801636,2.2973862,0.8356748
19.0,1,DP,5.1404505,3.1942194,3.7902853,3.6631777
19.0,1,MT,8.198238,3.0095348,2.899439,2.0883865
19.0,1,V6A,3.8812401,1.2067845,2.058582,0.72695714
19.0,1,PIP,3.1619968,2.627752,2.7192404,2.4307418
19.0,1,V2,10.597429,7.454784,5.885271,5.8036194
19.0,1,V1,14.000428,9.552797,8.629558,9.450019
19.0,1,LIP,5.058013,4.0579944,2.1625,2.9536915
19.0,1,a24c,0.7347146,-1.652181,0.44095716,0.53666383
19.0,1,STPc,2.8727975,2.9927213,2.185212,3.9776297
19.0,1,VIP,2.0039837,-0.22312182,-0.61665004,-0.28884733
19.0,1,Thal,-0.8331418,-0.7532818,-0.1450195,0.14736801
19.0,1,MST,1.5395615,-0.4036976,0.37840784,-1.6212311
19.0,1,a46V,3.8622382,1.1265272,0.9035536,0.5860471
19.0,1,Putamen,-0.88279057,-1.6120334,-1.3874896,-1.7458888
19.0,1,Ins,0.81152445,0.7321335,0.71524525,-0.5295625
19.0,1,Caudate,0.8639671,0.45822552,0.5718182,0.30838582
19.0,1,a7op,-0.70267355,-0.9330303,0.5787464,-1.803803
19.0,1,MB,0.3272095,0.591354,-0.5967204,0.42688966
19.0,1,a32,-0.7638634,-0.3018259,-4.612993,-1.0421259
19.0,1,MIP,-2.573698,0.71823806,0.022935463,0.44098178
19.0,1,a13,0.76467484,0.3845663,-0.181344,0.1811977
19.0,1,V4,0.6228208,-0.30130738,0.42894953,-0.7634163
19.0,1,V3,5.5839715,1.6003927,0.4979294,1.7308321
19.0,1,a11,1.960547,0.5767452,0.85388064,1.0322486
19.0,1,a45A,3.1998432,1.0661886,0.7512513,1.218699
19.0,1,a24D,-1.708717,-1.5499986,-3.5951035,-3.5785232
19.0,2,a46D,3.1746378,0.68996084,0.21598122,-0.5565754
19.0,2,a8B,3.9165566,2.0167463,-0.14991769,1.2466817
19.0,2,F6,2.3074002,1.0265095,1.5828259,1.0074394
19.0,2,a9/46D,3.4189436,1.261922,0.64704037,0.80872357
19.0,2,a8M,3.1680803,0.9345626,0.8361482,0.08831815
19.0,2,F7,1.9342505,1.3026366,0.6216479,0.7130475
19.0,2,a8r,3.8423266,0.7816271,0.25435835,1.4003612
19.0,2,a8L,6.258696,2.180017,3.4396298,1.8792586
19.0,2,F2,4.091812,0.5989718,0.640461,0.13215771
19.0,2,a44,1.0515201,1.0503336,1.0703757,0.18126853
19.0,2,F1,4.6300063,-0.6486807,-1.9986423,-0.078750454
19.0,2,a3,1.9747282,0.49066755,-0.56165177,1.4803917
19.0,2,a2,0.76737255,1.9613794,-0.23771477,1.1815404
19.0,2,a1,1.9287375,0.4635566,0.90721035,0.22098973
19.0,2,a7B,4.1881037,0.7537647,-0.4854215,1.1997256
19.0,2,AIP,3.075286,0.56375736,-0.17563929,1.2082821
19.0,2,a5,2.2983909,0.17178302,2.1902575,1.6078923
19.0,2,TPt,1.2984084,0.7923759,-0.07600847,-0.051860105
19.0,2,a7A,2.0858963,1.5931835,0.7904423,0.13551657
19.0,2,V4t,4.354075,3.6588962,2.5978127,1.932693
19.0,2,DP,3.1726646,3.4221368,4.2797256,2.801732
19.0,2,MT,6.908334,4.001281,2.013472,2.0085547
19.0,2,V6A,3.1272533,1.5630846,1.295641,-0.51516503
19.0,2,PIP,2.7244763,3.0719218,1.2758793,3.0290813
19.0,2,V2,10.220067,4.2337284,3.096484,2.7846313
19.0,2,V1,16.901552,8.864039,7.4100466,9.68114
19.0,2,LIP,4.742843,0.33760402,-0.29564083,0.91781133
19.0,2,a24c,-0.4126252,-2.1811364,-0.1599797,-1.0415889
19.0,2,STPc,2.806817,1.7334971,1.6020507,0.33551005
19.0,2,VIP,0.68203115,-0.21878941,-0.6252046,-1.5029281
19.0,2,Thal,2.4438853,1.730298,1.6795235,1.9667406
19.0,2,MST,2.1060977,0.2066627,0.08828106,0.78926224
19.0,2,a46V,5.7977815,3.7942667,1.2591721,1.9721398
19.0,2,Putamen,0.48606423,-0.84695345,0.7468561,-0.62759817
19.0,2,Ins,0.5055593,0.4536274,-0.18512869,1.6340022
19.0,2,Caudate,1.44851,1.0180745,2.213824,1.6077589
19.0,2,a7op,0.8953082,0.19647601,-2.025172,-1.0315112
19.0,2,MB,1.1910418,-1.852081,-1.1279789,-2.027803
19.0,2,a32,0.33540255,-0.8584679,-0.6829317,1.0330216
19.0,2,MIP,0.36709464,-3.8855987,-2.1969604,-1.0032161
19.0,2,a13,0.104261406,-0.7804058,0.23988314,-0.5280355
19.0,2,V4,1.5868393,-0.10030034,-1.2694029,-1.5969709
19.0,2,V3,5.0967693,3.665572,1.3032526,1.8006876
19.0,2,a11,2.2429268,0.27774876,-0.97913206,1.1929027
19.0,2,a45A,3.5382695,0.5471494,-0.5161241,-0.18828365
19.0,2,a24D,-0.2951173,-0.18917015,-0.60641295,-0.99767905
19.0,3,a46D,1.7083161,0.5090937,1.3085591,1.1911371
19.0,3,a8B,-0.12627223,0.15799595,-0.098035105,1.0381453
19.0,3,F6,-0.5401022,0.12404307,0.83414686,-1.6738642
19.0,3,a9/46D,2.2412627,0.33485,1.0262532,0.36721334
19.0,3,a8M,1.9696951,-0.13636672,-0.00074511557,1.6856271
19.0,3,F7,1.7532017,-0.0023657365,0.7529471,0.8348971
19.0,3,a8r,2.4670167,-0.8056392,0.09248436,-1.8234229
19.0,3,a8L,4.0773773,-1.1195978,-1.0419965,-0.46441534
19.0,3,F2,3.549415,2.644534,1.4451865,1.7105833
19.0,3,a44,1.6207492,-0.6252204,-1.4940169,-1.2147721
19.0,3,F1,3.1321862,1.4003382,0.52738035,2.0101566
19.0,3,a3,1.4301969,1.9146413,1.8225286,2.0915875
19.0,3,a2,1.6744672,2.1358898,1.7477596,1.0680126
19.0,3,a1,2.1610036,-0.2683141,-1.534739,0.042509172
19.0,3,a7B,1.1104385,0.88148814,1.177243,1.5204073
19.0,3,AIP,2.4630935,0.6932632,-0.1928697,0.23228653
19.0,3,a5,1.033421,-0.56220466,-1.9148573,-0.24301991
19.0,3,TPt,-1.6641618,2.3208334,1.4805686,1.6208487
19.0,3,a7A,1.7981277,0.8336617,-0.52531403,-0.15747955
19.0,3,V4t,2.63486,1.5335563,1.4771823,1.436734
19.0,3,DP,2.46278,4.1620626,2.9221501,4.003524
19.0,3,MT,2.6329381,5.2546387,4.1562777,4.3496056
19.0,3,V6A,3.109089,1.091846,1.2650216,1.1903298
19.0,3,PIP,1.4344407,3.2034967,1.6672428,2.5862963
19.0,3,V2,5.9827547,3.8587496,3.582388,3.6226094
19.0,3,V1,8.259077,4.8772497,4.5165863,5.2998214
19.0,3,LIP,3.9389598,0.9845636,0.09301187,-0.30003068
19.0,3,a24c,0.968994,0.43896875,-0.37208104,-0.60710806
19.0,3,STPc,0.9571724,1.2316766,-0.72856164,0.78117687
19.0,3,VIP,-0.8510623,-0.13555394,0.017612534,0.55675995
19.0,3,Thal,1.0955832,1.2787654,0.8294658,1.9536941
19.0,3,MST,0.7847532,0.56481814,0.2913462,0.52329236
19.0,3,a46V,3.3175194,-1.046096,-1.6508124,-1.6795868
19.0,3,Putamen,-0.019397372,1.1670637,1.1383859,0.2946685
19.0,3,Ins,1.9277344,-0.9755688,-0.8252944,-0.008440361
19.0,3,Caudate,0.25952235,0.64521164,0.46046773,-0.5881544
19.0,3,a7op,0.78523725,-1.0388973,-2.5855734,-1.9267464
19.0,3,MB,-0.21733224,-0.65403503,-0.44032213,-0.6767752
19.0,3,a32,-1.0035901,1.3469921,1.0113182,1.9092886
19.0,3,MIP,0.43782333,0.45424217,-0.15389644,0.33390042
19.0,3,a13,0.19665232,1.2772557,0.7367188,0.76040435
19.0,3,V4,0.16129367,1.2362669,2.7810042,0.56856936
19.0,3,V3,1.5455674,1.4627585,0.19441551,0.12892897
19.0,3,a11,0.9123191,1.2018213,0.8872907,1.5423629
19.0,3,a45A,2.0376904,-0.8631921,0.7423959,-0.571403
19.0,3,a24D,-0.7270838,-0.08369992,-0.39774072,-0.1416452
19.0,4,a46D,3.1558044,0.7052737,0.6832581,-0.3149048
19.0,4,a8B,1.196965,0.6294794,1.9903908,2.0485177
19.0,4,F6,1.4653317,0.81615204,1.4416108,0.89299345
19.0,4,a9/46D,2.2872858,0.24049744,-1.3321474,0.42725238
19.0,4,a8M,3.70605,1.1099731,0.8728202,0.74101067
19.0,4,F7,1.8002754,2.6731699,3.0599365,2.6737015
19.0,4,a8r,2.8551936,0.3736013,0.88318115,0.6837522
19.0,4,a8L,4.726162,1.8812774,1.347778,1.8116208
19.0,4,F2,4.361443,3.5382845,2.3434887,2.3149052
19.0,4,a44,0.99031854,-0.8497038,0.68284494,-0.67860204
19.0,4,F1,0.5788475,-0.52282906,0.5688433,-0.19456547
19.0,4,a3,0.41862586,1.6302776,1.4991207,0.6613812
19.0,4,a2,2.3965335,2.2414384,2.4079738,1.7283443
19.0,4,a1,0.96754766,0.14739272,1.5113784,-0.44956914
19.0,4,a7B,6.4174724,2.7912188,2.872235,2.9445813
19.0,4,AIP,3.9847112,1.0954357,0.1060657,0.7416186
19.0,4,a5,2.355489,1.6908109,1.9247955,1.286955
19.0,4,TPt,0.30043423,-0.72196764,-0.31073272,-0.050265215
19.0,4,a7A,2.3693476,1.7518039,1.5449513,0.83161634
19.0,4,V4t,3.1075451,2.305202,2.2614162,1.4713593
19.0,4,DP,6.247499,3.8133295,3.1307142,2.9045703
19.0,4,MT,5.841826,4.0429206,4.184114,3.2713816
19.0,4,V6A,3.0664198,2.4005597,2.2577667,1.0806454
19.0,4,PIP,5.1310983,4.3226366,2.6627707,2.9450119
19.0,4,V2,11.441025,7.7013397,8.064954,6.821496
19.0,4,V1,8.134412,8.265488,8.259316,7.763956
19.0,4,LIP,5.0422606,2.4588735,2.3997996,2.4912758
19.0,4,a24c,0.075622514,-1.0902553,-0.08590833,-0.7295884
19.0,4,STPc,2.3702693,2.5217667,1.723088,1.9767344
19.0,4,VIP,1.786718,-0.6783088,-0.5031557,-1.6427389
19.0,4,Thal,3.7649746,2.831515,2.757835,2.1816843
19.0,4,MST,0.44205278,0.74480283,0.33097002,-0.26968342
19.0,4,a46V,4.207928,-1.9960605,-0.94347763,-1.8024025
19.0,4,Putamen,0.413225,0.6152824,0.113315955,1.7724947
19.0,4,Ins,0.8873282,2.4795864,1.2213372,1.0852773
19.0,4,Caudate,4.45176,2.0901623,1.4771429,2.3243093
19.0,4,a7op,1.8778458,-1.5392146,-2.8675678,-0.7291024
19.0,4,MB,1.2097116,-1.8615578,-2.5010216,-2.3249943
19.0,4,a32,-0.5858131,-0.7133695,0.78129375,-0.011569513
19.0,4,MIP,0.48023686,1.3832163,0.050903242,0.46510527
19.0,4,a13,0.8374472,0.07289678,-0.025239265,1.1051482
19.0,4,V4,1.3746089,0.79721963,-0.118250564,0.17299503
19.0,4,V3,4.0232363,0.8855546,-0.69037986,-0.1679535
19.0,4,a11,0.5749742,0.81096053,-0.339347,-0.05297623
19.0,4,a45A,2.4755716,1.0067176,0.5454243,-0.22999112
19.0,4,a24D,1.1193569,-2.0686405,-2.782325,-1.7546508
27.0,0,a46D,-0.6137428,-0.5493351,0.61980695,-0.2471169
27.0,0,a8B,0.56599903,1.0341254,0.06840979,0.20900945
27.0,0,F6,1.9083439,1.0586606,1.52595,1.0371991
27.0,0,a9/46D,-1.4821562,-2.7836308,-0.00800293,-2.1312482
27.0,0,a8M,-1.1254591,-0.30897787,1.3601807,-0.19752994
27.0,0,F7,1.4161413,-0.26463643,-0.66084635,0.020036006
27.0,0,a8r,-0.5672552,-0.28821638,-0.23732404,-2.0419054
27.0,0,a8L,0.41543317,-0.56476265,-0.72719884,-0.4127841
27.0,0,F2,-0.99937767,-0.91104084,-0.1565156,-1.3513371
27.0,0,a44,-0.7938765,-0.12653698,0.50104743,1.074198
27.0,0,F1,-0.976246,-0.35578123,0.7018678,0.16388871
27.0,0,a3,0.59978056,-0.53269434,0.22697,-1.4124048
27.0,0,a2,0.07950207,1.0202291,0.15709843,1.3288363
27.0,0,a1,2.6936972,1.5294402,1.7126434,1.9115949
27.0,0,a7B,-0.053119913,2.4706795,1.0693388,2.47755
27.0,0,AIP,-1.9093201,-1.3592067,0.10462333,-0.15604176
27.0,0,a5,-0.44972855,0.5899799,-0.6373283,-0.31739086
27.0,0,TPt,-0.30015182,0.3616167,1.2774336,0.98114955
27.0,0,a7A,0.006446905,-1.1624982,-0.72677904,-0.012531174
27.0,0,V4t,-0.9083111,1.4488627,2.1191766,1.1991627
27.0,0,DP,-0.22948259,-0.39015597,-0.34535626,-0.039068304
27.0,0,MT,1.0775325,-1.8655646,-0.4769086,-0.9833163
27.0,0,V6A,1.4035327,0.5687099,0.29730666,0.17897928
27.0,0,PIP,-2.423007,-1.9542717,0.738471,-2.706561
27.0,0,V2,3.448896,0.5315743,0.6047135,0.82141936
27.0,0,V1,2.8250296,-0.371185,-0.19160116,-0.3245316
27.0,0,LIP,-1.1636424,-2.547697,-0.9400364,-0.78227025
27.0,0,a24c,0.16750535,-2.8582122,-1.9830079,-2.2638593
27.0,0,STPc,0.5346531,-0.37656543,-0.40018794,-1.148642
27.0,0,VIP,1.6857529,-1.5300374,-0.14585294,-0.9842629
27.0,0,Thal,-0.90784013,-1.3115009,-1.5381349,-1.6506697
27.0,0,MST,0.08912491,0.1801223,0.3923553,-0.48282802
27.0,0,a46V,-3.777204,-0.6449747,1.0697514,0.8075629
27.0,0,Putamen,-2.1310134,-1.7308074,-2.056462,-1.2515607
27.0,0,Ins,-1.3240913,-1.7519512,0.02611421,-2.5661745
27.0,0,Caudate,-0.8307622,-2.1604493,-3.026843,-2.6054988
27.0,0,a7op,-2.4278326,-1.393338,-1.3186026,-1.4478735
27.0,0,MB,-1.5522188,-0.29739857,-1.0929822,-2.0187943
27.0,0,a32,1.2580166,-0.8890095,-0.9174389,-0.23683295
27.0,0,MIP,-0.66763145,-0.6419786,-1.6406667,-1.1978775
27.0,0,a13,0.79430616,1.1448517,-0.23402812,1.1256735
27.0,0,V4,-0.58235395,0.26405257,1.8371024,-0.8278989
27.0,0,V3,0.10347124,-2.286544,-0.87477434,-2.4130435
27.0,0,a11,-1.7603009,-0.6357835,0.67954415,0.04322491
27.0,0,a45A,-0.914941,-1.1715808,1.0739723,-0.44796005
27.0,0,a24D,-0.9206267,-1.053374,-0.61099225,-0.74438083
27.0,1,a46D,0.8764496,0.5948564,0.9063413,0.1471302
27.0,1,a8B,0.6990339,0.26034138,1.0772096,1.1091287
27.0,1,F6,0.4793211,-0.5570323,1.2356616,-0.5423599
27.0,1,a9/46D,1.0897602,-0.1123064,-0.49703708,0.093439944
27.0,1,a8M,1.4686282,0.32505035,-0.6807855,0.65534943
27.0,1,F7,1.8057511,2.0867367,1.6252294,2.8599606
27.0,1,a8r,0.732211,-0.37290126,1.1262178,0.65032804
27.0,1,a8L,6.132106,2.2085733,0.24315389,0.8648765
27.0,1,F2,4.350241,0.47306666,0.58940804,0.83894044
27.0,1,a44,0.01690576,0.53910863,-0.2113472,-0.5737023
27.0,1,F1,2.012618,0.027828265,1.0743332,1.3943411
27.0,1,a3,2.5387316,-1.43901,-1.3770164,-0.569193
27.0,1,a2,2.406952,0.6958958,0.14476962,-0.22588879
27.0,1,a1,-0.2343746,2.5907166,3.3845212,1.6183453
27.0,1,a7B,2.1520834,0.563281,1.9049838,0.46930167
27.0,1,AIP,1.6834394,-1.2694294,-2.8737662,-0.9002715
27.0,1,a5,2.6379552,1.1528932,1.4808577,1.269057
27.0,1,TPt,0.6645049,0.28078765,0.14591424,-0.7770673
27.0,1,a7A,-0.20293988,1.364838,1.9788438,0.5445933
27.0,1,V4t,3.6748502,1.5435976,1.4858351,1.1218144
27.0,1,DP,5.3523817,2.3789434,0.700356,1.305562
27.0,1,MT,6.831549,2.4857163,2.614236,2.0500054
27.0,1,V6A,3.2896302,2.1883912,1.848856,2.5002306
27.0,1,PIP,3.487008,2.8203254,2.5860386,2.1301866
27.0,1,V2,9.874238,5.7485003,3.5664966,4.3233757
27.0,1,V1,14.051151,6.8934913,7.6382217,10.431257
27.0,1,LIP,5.6719017,2.92879,2.0338953,2.130705
27.0,1,a24c,-1.167089,-0.96232843,-0.42870086,-0.60672116
27.0,1,STPc,2.3031836,2.1101766,1.0746704,2.7534025
27.0,1,VIP,1.5084174,-0.30850264,-0.8415088,0.54462266
27.0,1,Thal,1.6315517,1.929836,1.6239861,1.6439472
27.0,1,MST,2.0818975,2.2728314,1.7985103,1.8805798
27.0,1,a46V,0.18750276,1.5649574,1.0760937,-0.43729693
27.0,1,Putamen,1.1078637,1.5679492,1.8034604,1.4783251
27.0,1,Ins,0.38160285,-0.21447515,-0.31943068,0.3476934
27.0,1,Caudate,1.0796653,1.5299687,0.9873314,1.5703758
27.0,1,a7op,-0.4959343,-1.3320439,-2.0188057,-2.1301205
27.0,1,MB,0.5349638,-0.4959425,0.0974739,-0.69414705
27.0,1,a32,0.7042707,-0.43908092,-0.391561,0.049908355
27.0,1,MIP,-0.26936108,-0.45433953,1.2844815,0.35854927
27.0,1,a13,0.879524,-0.25021803,0.013902404,-0.5566941
27.0,1,V4,1.0012976,-1.8517318,-0.9780281,-1.5147841
27.0,1,V3,5.7596936,0.8239076,-0.2748285,0.21188484
27.0,1,a11,-0.21933822,-0.14206758,1.0740199,-1.0691744
27.0,1,a45A,3.2524438,-0.816934,-1.0423322,0.2436573
27.0,1,a24D,0.28413913,-1.470277,0.109740965,-2.601974
27.0,2,a46D,1.3184917,1.754402,3.0616128,1.3539726
27.0,2,a8B,1.6771125,1.2156008,1.0126771,0.711345
27.0,2,F6,1.6739912,0.42194602,-0.27900484,0.8617707
27.0,2,a9/46D,1.3475795,-0.22194883,1.198062,-0.36750728
27.0,2,a8M,0.9894812,0.9562857,2.483878,0.66221213
27.0,2,F7,1.4080882,2.1879263,1.3853384,0.8584805
27.0,2,a8r,0.85677594,1.129156,1.8661034,0.9349854
27.0,2,a8L,5.523661,0.6401976,0.078746945,0.41587764
27.0,2,F2,6.6172194,1.7334503,3.793784,3.3397477
27.0,2,a44,2.6505187,1.0552467,0.7864608,2.0602775
27.0,2,F1,5.982922,2.830758,0.745187,0.933716
27.0,2,a3,3.6138926,1.9709024,1.5962083,2.2656775
27.0,2,a2,1.4111077,0.5767635,1.3783818,-0.35789138
27.0,2,a1,3.3880045,0.92155695,2.3694174,1.4427856
27.0,2,a7B,3.3175633,1.1037924,1.5716743,1.3494122
27.0,2,AIP,0.08588734,-1.0444508,-0.13992938,-1.4256935
27.0,2,a5,1.613122,0.94005036,0.8753513,-0.082586296
27.0,2,TPt,0.1447032,0.32447302,2.2672436,0.6216645
27.0,2,a7A,2.1372116,2.9776351,1.9875795,2.1663136
27.0,2,V4t,3.882105,2.7261562,1.6552415,3.0145752
27.0,2,DP,2.884658,1.5422949,-0.09825544,0.9280906
27.0,2,MT,7.181936,1.9085557,0.26753703,1.6731482
27.0,2,V6A,4.428525,1.8333619,1.7439634,1.8569235
27.0,2,PIP,2.9562693,2.729526,0.9445931,1.7891589
27.0,2,V2,10.825462,4.764913,3.382524,4.9044724
27.0,2,V1,18.31869,7.864,7.1326213,10.479088
27.0,2,LIP,4.045333,1.6568019,1.2184988,0.103601664
27.0,2,a24c,0.5190986,0.67606026,1.6797899,1.4471724
27.0,2,STPc,1.5121075,2.843145,-0.49916536,1.9350882
27.0,2,VIP,0.32323787,1.0169169,1.3184441,0.48206526
27.0,2,Thal,2.3619792,1.2919295,0.6609978,1.9204062
27.0,2,MST,1.2887734,0.33378538,0.4466643,-1.7803267
27.0,2,a46V,1.5912428,0.6316776,1.3216916,0.6765437
27.0,2,Putamen,1.0238551,0.791422,0.29451194,0.7324519
27.0,2,Ins,0.25030547,-2.1682842,0.40759197,-0.34190717
